userid,num_rows,num_attempts,mean_score_pct,median_score_pct,num_quizzes_taken,avg_time_spent_seconds,total_events,unique_courses,first_activity,last_activity,num_views,num_reports,active_days,events_per_day,engagement_score,consistency_score,performance_category,cluster,ml_cluster
66254,30.0,0.0,0.0,0.0,0.0,0.0,2304.0,94.0,2024-10-11 16:22:57,2025-02-23 21:45:53,1756.0,0.0,135.0,17.07,4195.0,17.07,Low,0,0
66264,39.0,0.0,0.0,0.0,0.0,-1728314118.0,1533.0,31.0,2024-10-07 09:48:20,2025-02-21 20:21:34,1005.0,0.0,137.0,11.19,2675.0,11.19,Low,0,0
66745,53.0,8.0,77.03,80.0,8.0,2063.125,2415.0,137.0,2024-09-18 17:50:59,2024-12-03 15:58:22,1261.0,0.0,75.0,32.2,3751.0,32.2,Medium,2,2
69167,17.0,0.0,0.0,0.0,0.0,0.0,1118.0,60.0,2024-09-15 21:38:18,2024-11-25 00:33:55,577.0,0.0,70.0,15.97,1765.0,15.97,Low,0,0
73581,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,2024-11-05 09:47:39,2025-11-13 13:18:17,47.0,0.0,373.0,0.14,473.0,0.14,Low,0,0
76009,76.0,39.0,63.28,63.44446666666666,39.0,2277.435897435897,4212.0,186.0,2024-09-19 19:49:52,2025-02-05 09:20:05,2169.0,0.0,138.0,30.52,6519.0,30.52,Medium,3,3
76038,17.0,0.0,0.0,0.0,0.0,0.0,3513.0,189.0,2024-09-13 10:26:55,2025-01-20 10:06:07,1791.0,0.0,128.0,27.45,5432.0,27.45,Low,0,0
76081,17.0,0.0,0.0,0.0,0.0,0.0,2306.0,116.0,2024-09-15 12:17:59,2025-01-07 12:34:18,1191.0,0.0,114.0,20.23,3611.0,20.23,Low,0,0
76154,35.0,10.0,65.93,64.54208148148149,10.0,2248.5,1648.0,157.0,2024-09-21 07:34:50,2025-01-19 19:59:05,797.0,0.0,120.0,13.73,2565.0,13.73,Medium,2,2
76231,17.0,0.0,0.0,0.0,0.0,0.0,3314.0,143.0,2024-09-25 21:02:04,2025-01-10 08:47:04,1673.0,0.0,106.0,31.26,5093.0,31.26,Low,0,0
76244,39.0,3.0,68.31,71.11111111111111,3.0,2353.6666666666665,723.0,84.0,2024-09-15 10:51:39,2024-11-17 21:05:52,365.0,0.0,63.0,11.48,1151.0,11.48,Medium,2,2
76439,40.0,27.0,65.54,66.66666666666666,27.0,2119.555555555556,3943.0,195.0,2024-09-13 20:39:37,2025-01-19 21:15:01,2067.0,0.0,128.0,30.8,6138.0,30.8,Medium,2,2
76490,17.0,0.0,0.0,0.0,0.0,0.0,2050.0,84.0,2024-09-12 22:06:59,2025-01-13 20:05:08,1056.0,0.0,122.0,16.8,3228.0,16.8,Low,0,0
76521,40.0,18.0,83.47,89.44443333333334,18.0,2087.1666666666665,2699.0,174.0,2024-09-16 03:51:48,2025-01-20 17:22:22,1394.0,0.0,126.0,21.42,4219.0,21.42,High,2,2
76584,39.0,11.0,66.96,67.61906666666667,11.0,1504.909090909091,1614.0,111.0,2024-09-16 21:29:42,2025-01-12 22:38:51,828.0,0.0,118.0,13.68,2560.0,13.68,Medium,2,2
76698,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,0
76739,35.0,18.0,81.43,80.0,18.0,2532.055555555556,4551.0,193.0,2024-09-13 09:19:40,2025-01-22 12:02:23,2641.0,0.0,131.0,34.74,7323.0,34.74,High,2,2
76767,48.0,13.0,65.92,71.55553333333333,13.0,2099.3846153846152,6817.0,207.0,2024-09-19 17:07:30,2025-01-19 20:32:49,3570.0,0.0,122.0,55.88,10509.0,55.88,Medium,1,1
76786,77.0,57.0,59.61,62.23251851851851,57.0,1876.8245614035088,8467.0,407.0,2024-09-26 20:38:59,2025-01-19 20:59:52,4349.0,0.0,115.0,73.63,12931.0,73.63,Low,3,3
76803,71.0,28.0,73.78,77.41113333333332,28.0,1828.821428571429,1846.0,153.0,2024-09-18 23:40:48,2025-01-22 07:24:23,993.0,0.0,125.0,14.77,2964.0,14.77,Medium,2,2
76910,69.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,2024-09-16 14:41:00,2024-11-09 18:58:11,16.0,0.0,54.0,0.43,93.0,0.43,Low,0,0
76943,39.0,18.0,54.38,56.25,18.0,2157.8888888888887,2468.0,225.0,2024-09-13 05:14:20,2025-02-02 16:34:20,1348.0,0.0,142.0,17.38,3958.0,17.38,Low,2,2
76963,38.0,21.0,47.21,50.0,21.0,1518.095238095238,2854.0,125.0,2024-09-16 09:49:54,2025-01-14 12:18:12,1487.0,0.0,120.0,23.78,4461.0,23.78,Low,2,2
78698,70.0,9.0,53.74,56.96966666666668,9.0,1834.111111111111,327.0,44.0,2024-09-16 09:00:14,2025-01-07 23:40:21,166.0,0.0,113.0,2.89,606.0,2.89,Low,2,2
80657,39.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,2024-10-14 14:21:13,2024-10-14 14:23:23,15.0,0.0,0.0,31.0,46.0,31.0,Low,0,0
81714,37.0,16.0,66.83,76.07701851851851,16.0,2514.5,2671.0,122.0,2024-09-19 18:50:58,2025-01-19 23:28:33,1376.0,0.0,122.0,21.89,4169.0,21.89,Medium,2,2
81895,47.0,1.0,42.22,42.2222,1.0,738.0,82.0,19.0,2024-09-21 20:22:37,2024-10-27 16:48:08,48.0,0.0,35.0,2.34,165.0,2.34,Low,2,2
82010,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,0
91297,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2024-11-19 17:18:27,2024-11-19 17:18:27,2.0,0.0,0.0,2.0,4.0,2.0,Low,0,0
91913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-01-08 10:41:08,2025-01-08 10:41:08,1.0,0.0,0.0,1.0,2.0,1.0,Low,0,0
95489,83.0,56.0,63.0,63.14956153846154,56.0,2529.5714285714284,8207.0,460.0,2024-09-20 07:27:22,2025-01-21 16:09:57,4306.0,0.0,123.0,66.72,12636.0,66.72,Medium,3,3
99597,69.0,4.0,38.36,39.444433333333336,4.0,931.5,752.0,148.0,2024-09-15 18:12:39,2025-01-19 23:57:40,315.0,0.0,126.0,5.97,1193.0,5.97,Low,2,2
103207,52.0,24.0,65.23,67.05553333333333,24.0,2236.0416666666665,8985.0,384.0,2024-09-17 18:54:27,2025-01-13 15:07:47,4752.0,0.0,117.0,76.79,13854.0,76.79,Medium,1,1
103787,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,5.0,2024-11-05 08:59:26,2024-12-04 11:47:41,53.0,0.0,29.0,105.59,3144.0,105.59,Low,0,0
103788,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2024-11-02 13:19:05,2024-11-11 11:18:54,7.0,0.0,8.0,0.88,22.0,0.88,Low,0,0
103855,58.0,31.0,54.46,54.16666666666666,31.0,2022.064516129032,12615.0,361.0,2024-09-16 15:05:23,2025-01-19 13:40:59,6658.0,0.0,124.0,101.73,19397.0,101.73,Low,1,1
103928,87.0,54.0,70.0,75.72223333333334,54.0,2640.925925925926,12120.0,371.0,2024-09-13 16:19:18,2025-01-17 15:39:01,6234.0,0.0,125.0,96.96,18479.0,96.96,Medium,1,1
103933,53.0,22.0,52.88,49.61110000000001,22.0,1971.3636363636365,9801.0,406.0,2024-09-13 19:03:07,2025-01-18 22:30:26,5687.0,0.0,127.0,77.17,15615.0,77.17,Low,1,1
103943,34.0,0.0,0.0,0.0,0.0,0.0,7819.0,65.0,2024-09-13 07:47:52,2025-02-17 17:19:46,723.0,0.0,157.0,49.8,8699.0,49.8,Low,0,0
104079,72.0,29.0,58.87,65.66666666666666,29.0,1145.551724137931,1714.0,84.0,2024-09-21 06:34:15,2025-01-17 23:32:51,921.0,0.0,118.0,14.53,2753.0,14.53,Low,2,2
104095,77.0,16.0,69.65,69.22223333333332,16.0,2466.4375,2616.0,120.0,2024-09-16 13:32:24,2025-01-18 12:05:04,1380.0,0.0,123.0,21.27,4119.0,21.27,Medium,2,2
104113,71.0,28.0,61.1,63.38889999999999,28.0,1366.678571428571,2332.0,126.0,2024-09-19 20:15:45,2025-01-22 16:45:12,1243.0,0.0,124.0,18.81,3699.0,18.81,Medium,2,2
104300,51.0,22.0,60.57,67.5,22.0,1999.090909090909,8509.0,325.0,2024-09-17 12:03:07,2025-01-17 13:04:27,4411.0,0.0,122.0,69.75,13042.0,69.75,Medium,1,1
104315,0.0,0.0,0.0,0.0,0.0,0.0,395.0,67.0,2024-09-18 08:34:54,2025-10-29 10:46:52,365.0,0.0,406.0,0.97,1166.0,0.97,Low,0,0
104401,88.0,59.0,64.12,69.61906666666667,59.0,1912.3898305084747,5170.0,191.0,2024-09-15 19:13:23,2025-02-11 20:06:26,2640.0,0.0,149.0,34.7,7959.0,34.7,Medium,3,3
104402,73.0,40.0,53.91,60.0,40.0,1294.95,5302.0,375.0,2024-09-19 10:18:39,2025-01-20 09:04:32,2758.0,0.0,122.0,43.46,8182.0,43.46,Low,3,3
104405,78.0,54.0,83.29,90.62963333333332,54.0,2239.8703703703704,7742.0,413.0,2024-09-16 10:25:05,2025-01-17 11:52:22,4512.0,0.0,123.0,62.94,12377.0,62.94,High,3,3
104406,75.0,35.0,60.2,64.28573333333334,35.0,1510.4,4828.0,307.0,2024-09-16 11:18:31,2025-01-11 09:38:04,2479.0,0.0,116.0,41.62,7423.0,41.62,Medium,3,3
104410,93.0,66.0,68.37,70.0926,66.0,2646.1666666666665,5749.0,190.0,2024-09-19 21:43:48,2025-01-19 10:33:51,3093.0,0.0,121.0,47.51,8963.0,47.51,Medium,3,3
104411,108.0,83.0,70.37,71.8788,83.0,2890.5180722891564,6342.0,203.0,2024-09-19 22:55:13,2025-01-21 22:38:00,3427.0,0.0,123.0,51.56,9892.0,51.56,Medium,3,3
104439,106.0,81.0,75.9,85.0,81.0,2473.962962962963,5661.0,204.0,2024-09-12 18:01:08,2025-01-19 20:42:10,2948.0,0.0,129.0,43.88,8738.0,43.88,Medium,3,3
104463,55.0,26.0,78.68,82.1111,26.0,1851.0,10861.0,367.0,2024-09-19 19:58:38,2025-01-28 15:59:19,5747.0,0.0,130.0,83.55,16738.0,83.55,Medium,1,1
104480,47.0,17.0,73.03,76.66666666666667,17.0,2259.4117647058824,7130.0,352.0,2024-09-19 21:18:39,2025-01-14 20:04:34,3641.0,0.0,116.0,61.47,10887.0,61.47,Medium,1,1
104484,49.0,11.0,52.47,48.333333333333336,11.0,1783.0,5122.0,234.0,2024-09-19 18:15:10,2025-01-25 23:17:21,2775.0,0.0,128.0,40.02,8025.0,40.02,Low,2,2
104486,69.0,2.0,79.44,79.44443333333334,2.0,2598.0,73.0,20.0,2024-09-16 14:48:40,2024-10-07 19:48:06,34.0,0.0,21.0,3.48,128.0,3.48,Medium,2,2
104487,57.0,32.0,68.3,65.0238,32.0,2420.375,11452.0,389.0,2024-09-12 20:29:16,2025-01-18 22:56:56,5998.0,0.0,128.0,89.47,17578.0,89.47,Medium,1,1
104489,79.0,47.0,78.24,79.33333333333333,47.0,1946.978723404256,7143.0,350.0,2024-09-16 11:09:33,2025-01-17 10:09:25,3632.0,0.0,122.0,58.55,10897.0,58.55,Medium,3,3
104490,80.0,50.0,62.08,66.47619999999999,50.0,2664.16,5207.0,193.0,2024-09-15 23:42:26,2025-01-10 17:33:45,2648.0,0.0,116.0,44.89,7971.0,44.89,Medium,3,3
104491,82.0,58.0,76.62,81.06792222222222,58.0,1610.396551724138,7877.0,402.0,2024-09-16 13:26:08,2025-01-12 16:39:34,4230.0,0.0,118.0,66.75,12225.0,66.75,Medium,3,3
104493,48.0,6.0,41.79,41.527766666666665,6.0,1796.8333333333333,2173.0,127.0,2024-09-12 20:44:10,2024-10-31 13:57:52,1201.0,0.0,48.0,45.27,3422.0,45.27,Low,2,2
104495,48.0,3.0,41.96,52.5,3.0,2653.6666666666665,761.0,41.0,2024-09-25 10:15:47,2024-09-30 17:03:50,393.0,0.0,5.0,152.2,1159.0,152.2,Low,2,2
104500,85.0,58.0,61.93,64.57406666666667,58.0,2343.7758620689656,6901.0,189.0,2024-09-19 18:41:15,2025-01-19 21:26:24,3518.0,0.0,122.0,56.57,10541.0,56.57,Medium,3,3
104501,48.0,20.0,70.47,81.62540000000001,20.0,2475.1,11678.0,418.0,2024-09-12 20:07:35,2025-01-17 13:24:17,6497.0,0.0,126.0,92.68,18301.0,92.68,Medium,1,1
104507,70.0,18.0,58.43,63.1111,18.0,2198.777777777778,2630.0,235.0,2024-09-20 18:36:57,2025-01-13 23:01:23,1270.0,0.0,115.0,22.87,4015.0,22.87,Low,2,2
104511,72.0,10.0,51.68,60.777766666666665,10.0,1941.3,477.0,32.0,2024-09-19 18:26:44,2024-11-17 09:57:33,243.0,0.0,58.0,8.22,778.0,8.22,Low,2,2
104512,84.0,54.0,51.64,53.57143333333333,54.0,1597.648148148148,6488.0,333.0,2024-09-16 20:40:39,2025-01-19 20:30:54,3322.0,0.0,124.0,52.32,9934.0,52.32,Low,3,3
104514,57.0,29.0,76.19,84.44446666666666,29.0,2661.3793103448274,11891.0,430.0,2024-09-12 20:04:36,2025-01-18 08:23:56,6498.0,0.0,127.0,93.63,18516.0,93.63,Medium,1,1
104515,70.0,5.0,57.29,65.92593333333333,5.0,1554.6,1034.0,77.0,2024-09-16 13:30:48,2024-12-06 18:49:55,567.0,0.0,81.0,12.77,1682.0,12.77,Low,2,2
104520,81.0,57.0,58.26,63.511133333333326,57.0,2042.315789473684,8740.0,398.0,2024-09-14 17:21:00,2025-01-18 18:08:31,4641.0,0.0,126.0,69.37,13507.0,69.37,Low,3,3
104525,50.0,25.0,67.42,67.55553333333334,25.0,2040.56,9925.0,355.0,2024-09-19 19:58:48,2025-01-19 13:00:04,5461.0,0.0,121.0,82.02,15507.0,82.02,Medium,1,1
104527,97.0,73.0,62.53,64.44446666666667,73.0,1788.3013698630136,6817.0,193.0,2024-09-19 10:43:18,2025-01-19 23:31:45,3537.0,0.0,122.0,55.88,10476.0,55.88,Medium,3,3
104530,69.0,1.0,50.83,50.83333333333333,1.0,1537.0,371.0,64.0,2024-09-30 14:40:13,2024-10-07 23:47:11,188.0,0.0,7.0,53.0,566.0,53.0,Low,2,2
104531,85.0,55.0,63.72,66.44446666666667,55.0,2431.3818181818183,8290.0,339.0,2024-09-16 13:38:57,2025-01-19 22:26:37,4521.0,0.0,125.0,66.32,12936.0,66.32,Medium,3,3
104533,57.0,22.0,87.08,88.43333333333334,22.0,2686.954545454545,8970.0,224.0,2024-09-13 16:02:37,2024-11-21 16:22:03,4735.0,0.0,69.0,130.0,13774.0,130.0,High,1,1
104534,90.0,60.0,57.45,60.0,60.0,2437.366666666667,11146.0,399.0,2024-09-16 16:03:30,2025-01-19 21:40:37,6179.0,0.0,125.0,89.17,17450.0,89.17,Low,3,3
104536,83.0,59.0,83.83,86.66666666666667,59.0,2378.830508474576,11152.0,385.0,2024-09-16 13:54:09,2025-01-19 20:53:53,5941.0,0.0,125.0,89.22,17218.0,89.22,High,3,3
104538,98.0,68.0,67.88,71.27776666666668,68.0,2476.794117647059,4359.0,182.0,2024-09-19 16:47:58,2025-01-18 19:27:25,2310.0,0.0,121.0,36.02,6790.0,36.02,Medium,3,3
104539,84.0,47.0,63.58,67.2222,47.0,2386.0425531914893,5730.0,265.0,2024-09-29 20:17:38,2025-01-12 22:56:46,3055.0,0.0,105.0,54.57,8890.0,54.57,Medium,3,3
104540,94.0,65.0,62.76,68.33333333333333,65.0,2387.923076923077,7254.0,129.0,2024-09-15 18:31:58,2025-01-19 21:33:45,3733.0,0.0,126.0,57.57,11113.0,57.57,Medium,3,3
104541,81.0,49.0,74.35,80.66666666666666,49.0,2478.244897959184,4206.0,198.0,2024-09-15 22:59:16,2025-01-21 14:08:38,2161.0,0.0,127.0,33.12,6494.0,33.12,Medium,3,3
104544,69.0,2.0,0.0,0.0,2.0,3750.0,159.0,27.0,2024-09-15 15:39:13,2024-11-11 23:16:06,105.0,0.0,57.0,2.79,321.0,2.79,Low,0,0
104545,48.0,10.0,67.05,67.7778,10.0,2306.3,4337.0,185.0,2024-09-19 18:43:03,2024-11-13 23:59:17,2420.0,0.0,55.0,78.85,6812.0,78.85,Medium,2,2
104548,48.0,19.0,72.96,77.2222,19.0,2293.368421052632,9678.0,360.0,2024-09-17 13:23:03,2025-01-19 20:52:37,4975.0,0.0,124.0,78.05,14777.0,78.05,Medium,1,1
104554,100.0,73.0,82.48,84.66666666666666,73.0,2792.5342465753424,5861.0,204.0,2024-09-16 09:24:05,2025-01-20 06:19:31,2906.0,0.0,125.0,46.89,8892.0,46.89,High,3,3
104555,116.0,91.0,25.49,22.525266666666667,91.0,1349.637362637363,5501.0,196.0,2024-09-15 17:55:23,2025-01-19 21:39:59,2846.0,0.0,126.0,43.66,8473.0,43.66,Low,3,3
104556,70.0,28.0,55.11,60.30556666666667,28.0,1641.821428571429,3855.0,345.0,2024-09-21 06:56:16,2025-01-19 20:29:46,1999.0,0.0,120.0,32.12,5974.0,32.12,Low,2,2
104565,75.0,34.0,61.64,68.0,34.0,1655.7941176470588,4691.0,210.0,2024-09-16 19:47:48,2025-01-12 23:02:40,2445.0,0.0,118.0,39.75,7254.0,39.75,Medium,3,3
104568,56.0,30.0,76.84,82.44443333333334,30.0,2196.333333333333,12282.0,400.0,2024-09-19 18:23:39,2025-01-14 22:09:56,6722.0,0.0,117.0,104.97,19121.0,104.97,Medium,1,1
104575,49.0,7.0,68.21,77.33333333333333,7.0,2006.2857142857144,2760.0,113.0,2024-09-19 19:59:03,2024-10-21 04:48:14,1420.0,0.0,31.0,89.03,4211.0,89.03,Medium,2,2
105517,74.0,42.0,79.93,83.0925925925926,42.0,2439.6428571428573,3599.0,181.0,2024-09-15 12:45:21,2025-01-07 10:30:19,1863.0,0.0,113.0,31.85,5575.0,31.85,Medium,3,3
105538,77.0,27.0,40.72,40.0,27.0,2302.0,3620.0,319.0,2024-09-20 00:54:52,2024-12-11 22:55:53,1971.0,0.0,82.0,44.15,5673.0,44.15,Low,2,2
105544,76.0,34.0,59.4,63.34343333333334,34.0,2449.1470588235293,2999.0,198.0,2024-09-16 20:32:36,2025-01-20 11:03:08,1625.0,0.0,125.0,23.99,4749.0,23.99,Low,2,2
105579,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,0
108110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2024-12-19 08:34:51,2024-12-19 08:34:51,1.0,0.0,0.0,1.0,2.0,1.0,Low,0,0
108202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2024-12-31 21:54:24,2024-12-31 21:54:24,1.0,0.0,0.0,1.0,2.0,1.0,Low,0,0
108403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-01-06 09:16:09,2025-01-06 09:16:09,1.0,0.0,0.0,1.0,2.0,1.0,Low,0,0
111191,72.0,19.0,62.15,57.333333333333336,19.0,2401.7894736842104,1590.0,68.0,2024-09-16 11:02:37,2025-01-09 17:35:43,843.0,0.0,115.0,13.83,2548.0,13.83,Medium,2,2
111197,79.0,38.0,55.61,62.22220000000001,38.0,2032.578947368421,2470.0,106.0,2024-09-20 15:52:07,2025-01-12 20:51:27,1296.0,0.0,114.0,21.67,3880.0,21.67,Low,2,2
111201,73.0,22.0,74.34,80.4762,22.0,2196.318181818182,2974.0,180.0,2024-09-15 12:23:55,2025-01-19 20:16:12,1553.0,0.0,126.0,23.6,4653.0,23.6,Medium,2,2
111203,47.0,0.0,0.0,0.0,0.0,0.0,293.0,30.0,2024-09-16 16:57:27,2024-10-01 18:34:56,191.0,0.0,15.0,19.53,499.0,19.53,Low,0,0
111210,69.0,4.0,29.33,26.99413333333333,4.0,2483.0,583.0,27.0,2024-09-23 18:40:10,2024-11-11 23:06:05,307.0,0.0,49.0,11.9,939.0,11.9,Low,0,0
111237,74.0,11.0,42.43,50.0,11.0,2501.909090909091,663.0,27.0,2024-09-16 06:35:31,2024-10-17 12:40:54,357.0,0.0,31.0,21.39,1051.0,21.39,Low,2,2
111242,54.0,24.0,76.25,82.88886666666667,24.0,1862.4166666666667,9207.0,326.0,2024-09-15 23:14:37,2025-01-18 17:00:02,4706.0,0.0,124.0,74.25,14037.0,74.25,Medium,1,1
111270,88.0,58.0,57.78,60.77776666666667,58.0,2310.9827586206898,7427.0,384.0,2024-09-21 07:03:34,2025-01-19 22:15:22,3836.0,0.0,120.0,61.89,11383.0,61.89,Low,3,3
111306,71.0,7.0,60.98,62.22220000000001,7.0,1649.857142857143,469.0,35.0,2024-09-16 10:04:23,2024-11-11 23:14:50,228.0,0.0,56.0,8.38,753.0,8.38,Medium,2,2
111307,82.0,56.0,64.4,67.16666666666666,56.0,2562.1428571428573,4611.0,192.0,2024-09-17 13:42:18,2025-01-14 17:17:50,2426.0,0.0,119.0,38.75,7156.0,38.75,Medium,3,3
111310,76.0,29.0,24.94,26.666666666666668,29.0,1499.655172413793,3522.0,265.0,2024-09-21 08:08:48,2025-01-19 22:50:11,1819.0,0.0,120.0,29.35,5461.0,29.35,Low,2,2
111349,82.0,47.0,45.13,51.44446666666666,47.0,1460.851063829787,4947.0,361.0,2024-09-21 07:45:56,2025-01-18 19:33:29,2553.0,0.0,119.0,41.57,7619.0,41.57,Low,3,3
111359,50.0,23.0,30.82,28.33333333333333,23.0,1923.608695652174,11748.0,369.0,2024-09-21 04:19:03,2025-01-19 00:10:21,6611.0,0.0,119.0,98.72,18478.0,98.72,Low,1,1
111371,72.0,7.0,41.85,47.25926666666667,7.0,2337.5714285714284,831.0,66.0,2024-09-16 13:09:22,2025-01-18 15:54:32,448.0,0.0,124.0,6.7,1403.0,6.7,Low,2,2
111385,49.0,12.0,68.45,69.49206666666666,12.0,2208.5,5337.0,244.0,2024-09-16 19:04:17,2025-01-14 23:59:20,2972.0,0.0,120.0,44.48,8429.0,44.48,Medium,2,2
111390,74.0,37.0,53.44,53.11113333333333,37.0,2416.4864864864867,2726.0,104.0,2024-09-16 12:20:32,2025-01-19 23:25:35,1403.0,0.0,125.0,21.81,4254.0,21.81,Low,2,2
111399,69.0,3.0,72.22,70.0,3.0,1998.3333333333333,633.0,85.0,2024-09-18 09:02:18,2025-01-17 14:30:46,373.0,0.0,121.0,5.23,1127.0,5.23,Medium,2,2
111448,49.0,4.0,31.19,29.888866666666665,4.0,1916.5,1085.0,58.0,2024-09-19 20:40:42,2024-10-12 22:47:48,642.0,0.0,23.0,47.17,1750.0,47.17,Low,2,2
111465,52.0,23.0,77.85,81.0,23.0,2591.043478260869,10167.0,354.0,2024-09-19 15:35:28,2025-01-18 23:59:09,5197.0,0.0,121.0,84.02,15485.0,84.02,Medium,1,1
111468,71.0,18.0,72.38,75.02223333333333,18.0,2438.111111111112,2503.0,194.0,2024-09-15 18:33:40,2024-11-16 04:04:30,1292.0,0.0,61.0,41.03,3856.0,41.03,Medium,2,2
111493,74.0,43.0,65.11,66.66666666666666,43.0,1792.2325581395348,7077.0,379.0,2024-09-21 06:58:13,2025-01-17 17:05:51,3765.0,0.0,118.0,59.97,10960.0,59.97,Medium,3,3
111496,76.0,13.0,41.49,45.111133333333335,13.0,2098.3846153846152,580.0,77.0,2024-09-16 21:27:23,2024-11-23 23:21:11,300.0,0.0,68.0,8.53,948.0,8.53,Low,2,2
